MF51	VCF	MF51-subset_1.fq-with-pairs.sam.bam.sorted.bam.pilon.vcf-scaffold3.14.vcf
WM179	VCF	WM179-subset_1.fq-with-pairs.sam.bam.sorted.bam.pilon.vcf-scaffold3.14.vcf
